raw_component_id,raw_booking_id,external_booking_id,component_type,component_reference,component_name,external_accommodation_id,external_supplier_id,start_date,end_date,created_ts,cancelled_ts,cancellation_notes,duration_days,sequence,price,cost,price_currency,cost_currency,price_fx_rate,cost_fx_rate,adults,children,infants,status,load_ts,source_file
1450,866,BK900866,Accommodation,COMP-0001450,Accommodation - Standard,ACC2051,SUP5001,2024-09-03 12:00:00,2024-09-05 12:00:00,2024-05-01 00:00:00,,,2,1,1867.02,1127.28,EUR,EUR,1.0,1.0,4,2,0,Confirmed,2024-05-01 00:00:00,bookings_202405.csv
1451,866,BK900866,Minibar,COMP-0001451,Minibar - Deluxe,,SUP5006,2024-09-03 12:00:00,2024-09-03 15:00:00,2024-05-01 00:00:00,,,0,2,975.29,555.18,EUR,EUR,1.0,1.0,4,2,0,Confirmed,2024-05-01 00:00:00,bookings_202405.csv
1452,867,BK900867,Accommodation,COMP-0001452,Accommodation - Standard,ACC2029,SUP5001,2023-04-20 18:00:00,2023-04-21 18:00:00,2023-03-26 00:00:00,,,1,1,817.86,627.66,EUR,EUR,1.0,1.0,3,0,0,Confirmed,2023-03-26 00:00:00,bookings_202303.csv
1453,868,BK900868,Accommodation,COMP-0001453,Accommodation - Deluxe,ACC2029,SUP5001,2024-10-07 12:00:00,2024-10-12 12:00:00,2024-04-25 00:00:00,,,5,1,3148.33,2109.5,EUR,EUR,1.0,1.0,3,2,1,Checked-Out,2024-04-25 00:00:00,bookings_202404.csv
1454,868,BK900868,Spa,COMP-0001454,Spa - Premium,,SUP5001,2024-10-07 12:00:00,2024-10-07 15:00:00,2024-04-25 00:00:00,,,0,2,1364.58,1000.15,GBP,EUR,0.93949,1.0,3,2,1,Checked-Out,2024-04-25 00:00:00,bookings_202404.csv
1455,869,BK900869,Accommodation,COMP-0001455,Accommodation - Standard,ACC2039,SUP5004,2025-02-06 00:00:00,2025-02-09 00:00:00,2024-09-16 00:00:00,,,3,1,1715.05,1309.77,EUR,EUR,1.0,1.0,4,0,0,Checked-Out,2024-09-16 00:00:00,bookings_202409.csv
1456,869,BK900869,Minibar,COMP-0001456,Minibar - Deluxe,,SUP5004,2025-02-06 00:00:00,2025-02-06 01:00:00,2024-09-16 00:00:00,,,0,2,505.04,330.29,EUR,EUR,1.0,1.0,4,0,0,Checked-In,2024-09-16 00:00:00,bookings_202409.csv
1457,870,BK900870,Accommodation,COMP-0001457,Accommodation - Premium,ACC2050,SUP5001,2024-06-07 01:00:00,2024-06-09 01:00:00,2024-04-14 00:00:00,,,2,1,1239.1,746.26,USD,EUR,0.95907,1.0,2,0,0,Checked-Out,2024-04-14 00:00:00,bookings_202404.csv
1458,870,BK900870,Spa,COMP-0001458,Spa - Standard,,SUP5003,2024-06-07 01:00:00,2024-06-07 04:00:00,2024-04-14 00:00:00,,,0,2,442.94,295.57,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2024-04-14 00:00:00,bookings_202404.csv
1459,870,BK900870,Restaurant,COMP-0001459,Restaurant - Deluxe,,SUP5005,2024-06-07 01:00:00,2024-06-07 05:00:00,2024-04-14 00:00:00,,,0,3,532.26,348.39,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-04-14 00:00:00,bookings_202404.csv
1460,871,BK900871,Accommodation,COMP-0001460,Accommodation - Deluxe,ACC2049,SUP5001,2023-09-08 18:00:00,2023-09-22 18:00:00,2023-04-27 00:00:00,2023-05-28 18:00:00,Change of plans,14,1,4546.35,2696.45,EUR,EUR,1.0,1.0,2,0,0,Cancelled,2023-04-27 00:00:00,bookings_202304.csv
1461,871,BK900871,Minibar,COMP-0001461,Minibar - Standard,,SUP5003,2023-09-08 18:00:00,2023-09-08 19:00:00,2023-04-27 00:00:00,2023-05-28 18:00:00,Change of plans,0,2,3448.09,1999.89,EUR,EUR,1.0,1.0,2,0,0,Cancelled,2023-04-27 00:00:00,bookings_202304.csv
1462,872,BK900872,Accommodation,COMP-0001462,Accommodation - Premium,ACC2037,SUP5003,2023-12-07 09:00:00,2023-12-11 09:00:00,2023-08-02 00:00:00,,,4,1,4682.61,3465.49,EUR,EUR,1.0,1.0,4,2,0,Confirmed,2023-08-02 00:00:00,bookings_202308.csv
1463,873,BK900873,Accommodation,COMP-0001463,Accommodation - Deluxe,ACC2037,SUP5001,2024-07-20 12:00:00,2024-07-22 12:00:00,2024-02-17 00:00:00,,,2,1,3423.64,2303.62,GBP,EUR,0.91712,1.0,2,0,1,Confirmed,2024-02-17 00:00:00,bookings_202402.csv
1464,873,BK900873,Restaurant,COMP-0001464,Restaurant - Deluxe,,SUP5001,2024-07-20 12:00:00,2024-07-20 13:00:00,2024-02-17 00:00:00,,,0,2,1134.67,728.78,USD,EUR,1.03839,1.0,2,0,1,Checked-Out,2024-02-17 00:00:00,bookings_202402.csv
1465,874,BK900874,Accommodation,COMP-0001465,Accommodation - Premium,ACC2053,SUP5006,2025-03-01 04:00:00,2025-03-05 04:00:00,2024-11-04 00:00:00,,,4,1,3356.46,2465.16,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-11-04 00:00:00,bookings_202411.csv
1466,874,BK900874,Laundry,COMP-0001466,Laundry - Deluxe,,SUP5004,2025-03-01 04:00:00,2025-03-01 08:00:00,2024-11-04 00:00:00,,,0,2,1325.71,894.03,GBP,EUR,0.983,1.0,2,0,0,Confirmed,2024-11-04 00:00:00,bookings_202411.csv
1467,875,BK900875,Accommodation,COMP-0001467,Accommodation - Standard,ACC2003,SUP5002,2023-02-17 18:00:00,2023-02-27 18:00:00,2023-02-05 00:00:00,,,10,1,6212.56,4356.21,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-02-05 00:00:00,bookings_202302.csv
1468,875,BK900875,Laundry,COMP-0001468,Laundry - Deluxe,,SUP5006,2023-02-17 18:00:00,2023-02-17 21:00:00,2023-02-05 00:00:00,,,0,2,3626.29,2015.51,GBP,EUR,0.92444,1.0,1,0,0,Confirmed,2023-02-05 00:00:00,bookings_202302.csv
1469,875,BK900875,Minibar,COMP-0001469,Minibar - Standard,,SUP5005,2023-02-17 18:00:00,2023-02-17 19:00:00,2023-02-05 00:00:00,,,0,3,5040.2,3376.33,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-02-05 00:00:00,bookings_202302.csv
1470,876,BK900876,Accommodation,COMP-0001470,Accommodation - Premium,ACC2057,SUP5004,2023-10-20 03:00:00,2023-10-23 03:00:00,2023-04-28 00:00:00,,,3,1,3294.64,2341.5,USD,EUR,0.98902,1.0,3,0,0,Confirmed,2023-04-28 00:00:00,bookings_202304.csv
1471,877,BK900877,Accommodation,COMP-0001471,Accommodation - Deluxe,ACC2038,SUP5002,2023-08-03 19:00:00,2023-08-17 19:00:00,2023-02-23 00:00:00,,,14,1,18645.2,13945.07,EUR,EUR,1.0,1.0,2,1,0,Checked-Out,2023-02-23 00:00:00,bookings_202302.csv
1472,877,BK900877,Laundry,COMP-0001472,Laundry - Premium,,SUP5005,2023-08-03 19:00:00,2023-08-03 21:00:00,2023-02-23 00:00:00,,,0,2,2575.07,1702.91,EUR,EUR,1.0,1.0,2,1,0,Checked-Out,2023-02-23 00:00:00,bookings_202302.csv
1473,878,BK900878,Accommodation,COMP-0001473,Accommodation - Standard,ACC2045,SUP5004,2024-01-13 08:00:00,2024-01-23 08:00:00,2023-10-13 00:00:00,,,10,1,11763.31,7365.65,USD,EUR,0.93321,1.0,2,0,0,Confirmed,2023-10-13 00:00:00,bookings_202310.csv
1474,879,BK900879,Accommodation,COMP-0001474,Accommodation - Deluxe,ACC2026,SUP5001,2023-12-14 20:00:00,2023-12-15 20:00:00,2023-06-24 00:00:00,,,1,1,3423.92,2045.09,EUR,EUR,1.0,1.0,4,0,0,Checked-Out,2023-06-24 00:00:00,bookings_202306.csv
1475,879,BK900879,Restaurant,COMP-0001475,Restaurant - Deluxe,,SUP5002,2023-12-14 20:00:00,2023-12-15 00:00:00,2023-06-24 00:00:00,,,0,2,1140.77,759.87,USD,EUR,0.93448,1.0,4,0,0,Confirmed,2023-06-24 00:00:00,bookings_202306.csv
1476,879,BK900879,Laundry,COMP-0001476,Laundry - Premium,,SUP5003,2023-12-14 20:00:00,2023-12-14 22:00:00,2023-06-24 00:00:00,,,0,3,762.37,527.54,GBP,EUR,1.00434,1.0,4,0,0,Checked-In,2023-06-24 00:00:00,bookings_202306.csv
1477,880,BK900880,Accommodation,COMP-0001477,Accommodation - Premium,ACC2056,SUP5003,2024-01-17 04:00:00,2024-01-19 04:00:00,2023-12-22 00:00:00,2024-01-04 04:00:00,Flight cancelled,2,1,3762.04,2747.35,GBP,EUR,0.94144,1.0,3,2,0,Cancelled,2023-12-22 00:00:00,bookings_202312.csv
1478,880,BK900880,Parking,COMP-0001478,Parking - Deluxe,,SUP5002,2024-01-17 04:00:00,2024-01-17 06:00:00,2023-12-22 00:00:00,2024-01-04 04:00:00,Flight cancelled,0,2,2984.8,2066.86,EUR,EUR,1.0,1.0,3,2,0,Cancelled,2023-12-22 00:00:00,bookings_202312.csv
1479,881,BK900881,Accommodation,COMP-0001479,Accommodation - Standard,ACC2007,SUP5006,2024-10-18 15:00:00,2024-10-20 15:00:00,2024-07-25 00:00:00,,,2,1,3464.17,2615.8,EUR,EUR,1.0,1.0,2,0,1,Checked-In,2024-07-25 00:00:00,bookings_202407.csv
1480,881,BK900881,Transfer,COMP-0001480,Transfer - Standard,,SUP5002,2024-10-18 15:00:00,2024-10-18 19:00:00,2024-07-25 00:00:00,,,0,2,480.94,354.73,USD,EUR,1.0385,1.0,2,0,1,Checked-In,2024-07-25 00:00:00,bookings_202407.csv
1481,882,BK900882,Accommodation,COMP-0001481,Accommodation - Premium,ACC2033,SUP5003,2024-09-09 13:00:00,2024-09-11 13:00:00,2024-05-22 00:00:00,,,2,1,3252.33,2361.62,GBP,EUR,0.95798,1.0,2,0,1,Checked-In,2024-05-22 00:00:00,bookings_202405.csv
1482,883,BK900883,Accommodation,COMP-0001482,Accommodation - Premium,ACC2011,SUP5005,2024-06-07 03:00:00,2024-06-21 03:00:00,2024-04-15 00:00:00,,,14,1,12800.13,7771.55,EUR,EUR,1.0,1.0,2,1,1,Checked-In,2024-04-15 00:00:00,bookings_202404.csv
1483,883,BK900883,Parking,COMP-0001483,Parking - Standard,,SUP5006,2024-06-07 03:00:00,2024-06-07 05:00:00,2024-04-15 00:00:00,,,0,2,8698.65,5478.1,GBP,EUR,1.00955,1.0,2,1,1,Checked-In,2024-04-15 00:00:00,bookings_202404.csv
1484,884,BK900884,Accommodation,COMP-0001484,Accommodation - Standard,ACC2053,SUP5004,2024-01-22 21:00:00,2024-02-01 21:00:00,2023-11-29 00:00:00,,,10,1,9436.94,6626.13,EUR,EUR,1.0,1.0,2,2,0,Checked-Out,2023-11-29 00:00:00,bookings_202311.csv
1485,884,BK900884,Restaurant,COMP-0001485,Restaurant - Standard,,SUP5002,2024-01-22 21:00:00,2024-01-22 23:00:00,2023-11-29 00:00:00,,,0,2,3331.73,2583.9,EUR,EUR,1.0,1.0,2,2,0,Checked-Out,2023-11-29 00:00:00,bookings_202311.csv
1486,885,BK900885,Accommodation,COMP-0001486,Accommodation - Premium,ACC2030,SUP5001,2023-09-04 07:00:00,2023-09-18 07:00:00,2023-06-05 00:00:00,,,14,1,14970.72,8778.06,USD,EUR,0.945,1.0,2,0,0,Checked-Out,2023-06-05 00:00:00,bookings_202306.csv
1487,885,BK900885,Spa,COMP-0001487,Spa - Premium,,SUP5002,2023-09-04 07:00:00,2023-09-04 08:00:00,2023-06-05 00:00:00,,,0,2,2994.4,2122.93,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-06-05 00:00:00,bookings_202306.csv
1488,885,BK900885,Restaurant,COMP-0001488,Restaurant - Standard,,SUP5003,2023-09-04 07:00:00,2023-09-04 09:00:00,2023-06-05 00:00:00,,,0,3,4460.49,3160.16,USD,EUR,0.98221,1.0,2,0,0,Checked-In,2023-06-05 00:00:00,bookings_202306.csv
1489,886,BK900886,Accommodation,COMP-0001489,Accommodation - Premium,ACC2050,SUP5002,2024-07-11 13:00:00,2024-07-15 13:00:00,2024-03-27 00:00:00,,,4,1,6661.25,4306.54,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2024-03-27 00:00:00,bookings_202403.csv
1490,886,BK900886,Spa,COMP-0001490,Spa - Standard,,SUP5003,2024-07-11 13:00:00,2024-07-11 14:00:00,2024-03-27 00:00:00,,,0,2,2115.83,1293.32,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2024-03-27 00:00:00,bookings_202403.csv
1491,887,BK900887,Accommodation,COMP-0001491,Accommodation - Standard,ACC2006,SUP5001,2025-01-18 14:00:00,2025-01-28 14:00:00,2024-10-25 00:00:00,,,10,1,1332.66,1019.25,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2024-10-25 00:00:00,bookings_202410.csv
1492,888,BK900888,Accommodation,COMP-0001492,Accommodation - Premium,ACC2030,SUP5005,2023-08-11 05:00:00,2023-08-12 05:00:00,2023-02-20 00:00:00,,,1,1,442.11,270.12,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-02-20 00:00:00,bookings_202302.csv
1493,889,BK900889,Accommodation,COMP-0001493,Accommodation - Standard,ACC2011,SUP5003,2024-11-25 02:00:00,2024-12-09 02:00:00,2024-08-08 00:00:00,,,14,1,10600.54,6995.85,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2024-08-08 00:00:00,bookings_202408.csv
1494,890,BK900890,Accommodation,COMP-0001494,Accommodation - Deluxe,ACC2041,SUP5003,2023-08-30 02:00:00,2023-09-02 02:00:00,2023-07-20 00:00:00,,,3,1,1928.0,1296.08,EUR,EUR,1.0,1.0,2,1,0,Checked-Out,2023-07-20 00:00:00,bookings_202307.csv
1495,890,BK900890,Parking,COMP-0001495,Parking - Deluxe,,SUP5003,2023-08-30 02:00:00,2023-08-30 03:00:00,2023-07-20 00:00:00,,,0,2,550.23,316.5,EUR,EUR,1.0,1.0,2,1,0,Confirmed,2023-07-20 00:00:00,bookings_202307.csv
1496,891,BK900891,Accommodation,COMP-0001496,Accommodation - Premium,ACC2052,SUP5004,2025-01-13 11:00:00,2025-01-18 11:00:00,2024-10-19 00:00:00,,,5,1,6299.15,4882.48,EUR,EUR,1.0,1.0,2,0,1,Checked-In,2024-10-19 00:00:00,bookings_202410.csv
1497,892,BK900892,Accommodation,COMP-0001497,Accommodation - Premium,ACC2024,SUP5003,2023-11-13 08:00:00,2023-11-15 08:00:00,2023-08-13 00:00:00,,,2,1,2345.29,1383.57,USD,EUR,0.94205,1.0,3,1,1,Checked-In,2023-08-13 00:00:00,bookings_202308.csv
1498,892,BK900892,Minibar,COMP-0001498,Minibar - Standard,,SUP5004,2023-11-13 08:00:00,2023-11-13 10:00:00,2023-08-13 00:00:00,,,0,2,1916.02,1130.28,EUR,EUR,1.0,1.0,3,1,1,Checked-In,2023-08-13 00:00:00,bookings_202308.csv
1499,893,BK900893,Accommodation,COMP-0001499,Accommodation - Deluxe,ACC2060,SUP5004,2024-04-24 22:00:00,2024-04-26 22:00:00,2023-12-28 00:00:00,,,2,1,3600.13,2492.06,EUR,EUR,1.0,1.0,4,1,0,Checked-In,2023-12-28 00:00:00,bookings_202312.csv
1500,893,BK900893,Spa,COMP-0001500,Spa - Standard,,SUP5001,2024-04-24 22:00:00,2024-04-25 02:00:00,2023-12-28 00:00:00,,,0,2,1338.74,999.28,EUR,EUR,1.0,1.0,4,1,0,Checked-Out,2023-12-28 00:00:00,bookings_202312.csv
1501,894,BK900894,Accommodation,COMP-0001501,Accommodation - Deluxe,ACC2034,SUP5006,2024-09-11 00:00:00,2024-09-25 00:00:00,2024-04-27 00:00:00,,,14,1,8598.0,6670.0,EUR,EUR,1.0,1.0,1,1,0,Confirmed,2024-04-27 00:00:00,bookings_202404.csv
1502,895,BK900895,Accommodation,COMP-0001502,Accommodation - Deluxe,ACC2049,SUP5005,2023-12-02 16:00:00,2023-12-06 16:00:00,2023-11-09 00:00:00,,,4,1,2088.47,1379.28,EUR,EUR,1.0,1.0,1,2,0,Confirmed,2023-11-09 00:00:00,bookings_202311.csv
1503,896,BK900896,Accommodation,COMP-0001503,Accommodation - Standard,ACC2049,SUP5004,2023-08-10 00:00:00,2023-08-17 00:00:00,2023-07-20 00:00:00,,,7,1,15801.05,9924.78,GBP,EUR,0.95681,1.0,3,1,0,Checked-In,2023-07-20 00:00:00,bookings_202307.csv
1504,897,BK900897,Accommodation,COMP-0001504,Accommodation - Standard,ACC2027,SUP5001,2023-10-20 18:00:00,2023-10-24 18:00:00,2023-05-22 00:00:00,2023-05-25 18:00:00,Medical,4,1,4212.71,3283.63,GBP,EUR,0.93526,1.0,3,0,0,Cancelled,2023-05-22 00:00:00,bookings_202305.csv
1505,898,BK900898,Accommodation,COMP-0001505,Accommodation - Deluxe,ACC2059,SUP5002,2024-10-17 09:00:00,2024-10-20 09:00:00,2024-04-20 00:00:00,,,3,1,3223.97,2499.64,USD,EUR,1.02519,1.0,4,1,0,Checked-Out,2024-04-20 00:00:00,bookings_202404.csv
1506,898,BK900898,Restaurant,COMP-0001506,Restaurant - Deluxe,,SUP5006,2024-10-17 09:00:00,2024-10-17 10:00:00,2024-04-20 00:00:00,,,0,2,1081.44,780.04,EUR,EUR,1.0,1.0,4,1,0,Checked-Out,2024-04-20 00:00:00,bookings_202404.csv
1507,899,BK900899,Accommodation,COMP-0001507,Accommodation - Premium,ACC2056,SUP5006,2023-09-28 03:00:00,2023-09-30 03:00:00,2023-06-20 00:00:00,,,2,1,4291.0,2780.26,GBP,EUR,0.93056,1.0,4,0,0,Confirmed,2023-06-20 00:00:00,bookings_202306.csv
1508,900,BK900900,Accommodation,COMP-0001508,Accommodation - Standard,ACC2032,SUP5005,2023-10-14 19:00:00,2023-10-24 19:00:00,2023-08-17 00:00:00,,,10,1,7645.0,5627.26,USD,EUR,1.04499,1.0,2,0,0,Checked-Out,2023-08-17 00:00:00,bookings_202308.csv
1509,900,BK900900,Minibar,COMP-0001509,Minibar - Deluxe,,SUP5001,2023-10-14 19:00:00,2023-10-14 23:00:00,2023-08-17 00:00:00,,,0,2,1452.23,1069.96,GBP,EUR,1.02319,1.0,2,0,0,Checked-Out,2023-08-17 00:00:00,bookings_202308.csv
1510,901,BK900901,Accommodation,COMP-0001510,Accommodation - Premium,ACC2006,SUP5001,2024-08-07 14:00:00,2024-08-11 14:00:00,2024-05-03 00:00:00,,,4,1,7738.05,4271.86,EUR,EUR,1.0,1.0,3,0,1,Confirmed,2024-05-03 00:00:00,bookings_202405.csv
1511,902,BK900902,Accommodation,COMP-0001511,Accommodation - Standard,ACC2017,SUP5001,2024-03-12 12:00:00,2024-03-14 12:00:00,2024-01-30 00:00:00,,,2,1,6719.77,4594.31,EUR,EUR,1.0,1.0,4,1,0,Checked-Out,2024-01-30 00:00:00,bookings_202401.csv
1512,903,BK900903,Accommodation,COMP-0001512,Accommodation - Premium,ACC2033,SUP5002,2023-10-30 19:00:00,2023-11-09 19:00:00,2023-09-21 00:00:00,,,10,1,7434.08,4326.06,EUR,EUR,1.0,1.0,3,1,1,Confirmed,2023-09-21 00:00:00,bookings_202309.csv
1513,904,BK900904,Accommodation,COMP-0001513,Accommodation - Premium,ACC2051,SUP5001,2023-09-24 19:00:00,2023-09-29 19:00:00,2023-08-29 00:00:00,,,5,1,769.96,584.59,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-08-29 00:00:00,bookings_202308.csv
1514,905,BK900905,Accommodation,COMP-0001514,Accommodation - Premium,ACC2015,SUP5005,2025-01-13 12:00:00,2025-01-16 12:00:00,2024-11-23 00:00:00,,,3,1,1072.37,818.78,GBP,EUR,1.05206,1.0,1,2,0,Checked-In,2024-11-23 00:00:00,bookings_202411.csv
1515,905,BK900905,Restaurant,COMP-0001515,Restaurant - Premium,,SUP5002,2025-01-13 12:00:00,2025-01-13 13:00:00,2024-11-23 00:00:00,,,0,2,609.77,351.2,GBP,EUR,1.06994,1.0,1,2,0,Checked-Out,2024-11-23 00:00:00,bookings_202411.csv
1516,906,BK900906,Accommodation,COMP-0001516,Accommodation - Standard,ACC2020,SUP5005,2024-07-09 05:00:00,2024-07-11 05:00:00,2024-01-11 00:00:00,,,2,1,2492.58,1773.38,EUR,EUR,1.0,1.0,4,0,0,Checked-Out,2024-01-11 00:00:00,bookings_202401.csv
1517,906,BK900906,Spa,COMP-0001517,Spa - Premium,,SUP5004,2024-07-09 05:00:00,2024-07-09 09:00:00,2024-01-11 00:00:00,,,0,2,1789.62,1238.86,GBP,EUR,0.93951,1.0,4,0,0,Confirmed,2024-01-11 00:00:00,bookings_202401.csv
1518,906,BK900906,Laundry,COMP-0001518,Laundry - Premium,,SUP5003,2024-07-09 05:00:00,2024-07-09 07:00:00,2024-01-11 00:00:00,,,0,3,411.92,234.59,EUR,EUR,1.0,1.0,4,0,0,Confirmed,2024-01-11 00:00:00,bookings_202401.csv
1519,907,BK900907,Accommodation,COMP-0001519,Accommodation - Standard,ACC2046,SUP5004,2024-05-13 13:00:00,2024-05-14 13:00:00,2023-12-06 00:00:00,,,1,1,2369.53,1562.49,EUR,EUR,1.0,1.0,3,0,0,Checked-In,2023-12-06 00:00:00,bookings_202312.csv
1520,907,BK900907,Minibar,COMP-0001520,Minibar - Deluxe,,SUP5003,2024-05-13 13:00:00,2024-05-13 16:00:00,2023-12-06 00:00:00,,,0,2,1813.15,1025.48,EUR,EUR,1.0,1.0,3,0,0,Checked-In,2023-12-06 00:00:00,bookings_202312.csv
1521,907,BK900907,Transfer,COMP-0001521,Transfer - Premium,,SUP5005,2024-05-13 13:00:00,2024-05-13 16:00:00,2023-12-06 00:00:00,,,0,3,1516.28,1081.1,USD,EUR,1.02875,1.0,3,0,0,Checked-In,2023-12-06 00:00:00,bookings_202312.csv
1522,908,BK900908,Accommodation,COMP-0001522,Accommodation - Deluxe,ACC2057,SUP5004,2023-08-05 20:00:00,2023-08-19 20:00:00,2023-02-09 00:00:00,,,14,1,1983.71,1188.38,GBP,EUR,0.94068,1.0,1,0,0,Confirmed,2023-02-09 00:00:00,bookings_202302.csv
1523,908,BK900908,Spa,COMP-0001523,Spa - Deluxe,,SUP5005,2023-08-05 20:00:00,2023-08-06 00:00:00,2023-02-09 00:00:00,,,0,2,709.49,471.63,GBP,EUR,1.00624,1.0,1,0,0,Confirmed,2023-02-09 00:00:00,bookings_202302.csv
1524,909,BK900909,Accommodation,COMP-0001524,Accommodation - Premium,ACC2014,SUP5001,2023-07-22 17:00:00,2023-07-27 17:00:00,2023-06-15 00:00:00,,,5,1,6688.74,4361.21,USD,EUR,1.03958,1.0,2,0,0,Confirmed,2023-06-15 00:00:00,bookings_202306.csv
1525,909,BK900909,Spa,COMP-0001525,Spa - Standard,,SUP5003,2023-07-22 17:00:00,2023-07-22 18:00:00,2023-06-15 00:00:00,,,0,2,2529.0,1518.0,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2023-06-15 00:00:00,bookings_202306.csv
1526,910,BK900910,Accommodation,COMP-0001526,Accommodation - Premium,ACC2029,SUP5002,2023-12-10 10:00:00,2023-12-17 10:00:00,2023-08-12 00:00:00,2023-08-15 10:00:00,Medical,7,1,6848.57,4664.25,EUR,EUR,1.0,1.0,2,0,1,Cancelled,2023-08-12 00:00:00,bookings_202308.csv
1527,911,BK900911,Accommodation,COMP-0001527,Accommodation - Premium,ACC2004,SUP5002,2023-01-19 22:00:00,2023-01-21 22:00:00,2023-01-11 00:00:00,,,2,1,2172.33,1207.48,GBP,EUR,1.04815,1.0,2,2,0,Checked-In,2023-01-11 00:00:00,bookings_202301.csv
1528,911,BK900911,Parking,COMP-0001528,Parking - Premium,,SUP5004,2023-01-19 22:00:00,2023-01-19 23:00:00,2023-01-11 00:00:00,,,0,2,1204.7,929.64,GBP,EUR,0.94807,1.0,2,2,0,Checked-Out,2023-01-11 00:00:00,bookings_202301.csv
1529,911,BK900911,Laundry,COMP-0001529,Laundry - Standard,,SUP5001,2023-01-19 22:00:00,2023-01-20 02:00:00,2023-01-11 00:00:00,,,0,3,973.21,740.58,EUR,EUR,1.0,1.0,2,2,0,Confirmed,2023-01-11 00:00:00,bookings_202301.csv
1530,912,BK900912,Accommodation,COMP-0001530,Accommodation - Standard,ACC2026,SUP5005,2024-04-29 02:00:00,2024-05-02 02:00:00,2024-04-08 00:00:00,,,3,1,1726.8,972.35,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2024-04-08 00:00:00,bookings_202404.csv
1531,913,BK900913,Accommodation,COMP-0001531,Accommodation - Deluxe,ACC2046,SUP5004,2023-09-23 06:00:00,2023-10-03 06:00:00,2023-05-30 00:00:00,,,10,1,7417.96,5211.53,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-05-30 00:00:00,bookings_202305.csv
1532,914,BK900914,Accommodation,COMP-0001532,Accommodation - Premium,ACC2004,SUP5002,2023-07-10 21:00:00,2023-07-12 21:00:00,2023-04-13 00:00:00,,,2,1,793.15,532.26,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2023-04-13 00:00:00,bookings_202304.csv
1533,915,BK900915,Accommodation,COMP-0001533,Accommodation - Deluxe,ACC2047,SUP5003,2024-12-18 04:00:00,2024-12-23 04:00:00,2024-10-14 00:00:00,,,5,1,3039.86,1714.49,GBP,EUR,0.95214,1.0,1,2,0,Checked-Out,2024-10-14 00:00:00,bookings_202410.csv
1534,916,BK900916,Accommodation,COMP-0001534,Accommodation - Deluxe,ACC2032,SUP5002,2024-05-09 13:00:00,2024-05-10 13:00:00,2024-03-14 00:00:00,2024-03-28 13:00:00,No reason given,1,1,645.0,390.41,EUR,EUR,1.0,1.0,1,0,0,Cancelled,2024-03-14 00:00:00,bookings_202403.csv
1535,917,BK900917,Accommodation,COMP-0001535,Accommodation - Premium,ACC2024,SUP5004,2023-07-12 20:00:00,2023-07-16 20:00:00,2023-01-29 00:00:00,2023-02-07 20:00:00,Medical,4,1,1517.51,998.89,GBP,EUR,0.91685,1.0,2,0,0,Cancelled,2023-01-29 00:00:00,bookings_202301.csv
1536,918,BK900918,Accommodation,COMP-0001536,Accommodation - Premium,ACC2031,SUP5004,2023-08-31 02:00:00,2023-09-04 02:00:00,2023-05-26 00:00:00,,,4,1,1857.09,1330.1,EUR,EUR,1.0,1.0,1,2,0,Checked-Out,2023-05-26 00:00:00,bookings_202305.csv
1537,918,BK900918,Restaurant,COMP-0001537,Restaurant - Premium,,SUP5005,2023-08-31 02:00:00,2023-08-31 05:00:00,2023-05-26 00:00:00,,,0,2,855.36,639.58,EUR,EUR,1.0,1.0,1,2,0,Confirmed,2023-05-26 00:00:00,bookings_202305.csv
1538,919,BK900919,Accommodation,COMP-0001538,Accommodation - Premium,ACC2023,SUP5003,2024-03-27 13:00:00,2024-04-01 13:00:00,2024-02-15 00:00:00,,,5,1,8227.51,4847.83,GBP,EUR,0.98548,1.0,2,1,0,Checked-In,2024-02-15 00:00:00,bookings_202402.csv
1539,920,BK900920,Accommodation,COMP-0001539,Accommodation - Premium,ACC2047,SUP5006,2023-11-15 03:00:00,2023-11-18 03:00:00,2023-05-24 00:00:00,,,3,1,2131.1,1197.29,USD,EUR,1.04911,1.0,1,0,0,Confirmed,2023-05-24 00:00:00,bookings_202305.csv
1540,920,BK900920,Parking,COMP-0001540,Parking - Deluxe,,SUP5002,2023-11-15 03:00:00,2023-11-15 06:00:00,2023-05-24 00:00:00,,,0,2,1136.74,791.11,GBP,EUR,1.04694,1.0,1,0,0,Checked-Out,2023-05-24 00:00:00,bookings_202305.csv
